Checked,Protein FDR Confidence Combined,Master,Accession,Description,Exp q-value Combined,Sum PEP Score,Coverage in Percent,Number of Peptides,Number of PSMs,Number of Unique Peptides,Number of AAs,MW in kDa,calc pI,Score Sequest HT Sequest HT,Number of Peptides by Search Engine Sequest HT,Number of Razor Peptides,Abundances Scaled F3 Sample,Abundances Scaled F4 Sample,Found in Sample in S3 F3 Sample,Found in Sample in S4 F4 Sample,Number of Protein Groups,Modifications
FALSE,High,IsMasterProtein,A0A1D6D173,Glutaredoxin domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,2.084,9,1,1,1,170,18.5,9.01,2,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A1D5UGB6,Glutathione peroxidase OS=Triticum aestivum OX=4565 GN=PHGPX6 PE=2 SV=1,0,7.947,17,2,4,1,168,18.4,7.81,9.09,2,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6PLT1,Glutathione peroxidase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,13.774,26,4,5,3,169,18.7,6.02,11.85,4,1,173.2,26.8,High,Peak Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,Q8RW00,Glutathione transferase OS=Triticum aestivum OX=4565 GN=gstu3 PE=2 SV=1,0.009,1.323,5,1,1,1,243,26.4,5.1,2.23,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6NQQ5,Glyceraldehyde-3-phosphate dehydrogenase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,36.297,32,8,15,8,337,36.6,7.49,43.72,8,0,198.8,1.2,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A3B6SSQ7,Glyceraldehyde-3-phosphate dehydrogenase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,2.825,7,2,2,1,409,43,8.34,1.7,2,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B5Y337,Glycosyltransferase OS=Triticum aestivum OX=4565 PE=3 SV=1,0.003,1.645,3,1,1,1,475,50.5,5.27,0,1,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6DAQ7,Glycosyltransferase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,10.941,8,3,5,1,467,50.8,6.89,11.51,3,2,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B5Z1J3,Glycosyltransferase OS=Triticum aestivum OX=4565 PE=3 SV=1,0.003,1.584,3,1,1,1,475,50.5,5.58,2.16,1,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,Medium,IsMasterProtein,A0A3B6LNG3,Glycosyltransferase OS=Triticum aestivum OX=4565 PE=3 SV=1,0.012,1.252,8,1,1,1,499,54.8,5.94,0,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6KEQ4,GrpE protein homolog OS=Triticum aestivum OX=4565 PE=3 SV=1,0,11.461,16,3,6,3,295,32.3,5.33,13,3,0,168.7,31.3,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A3B6AYW6,GrpE protein homolog OS=Triticum aestivum OX=4565 PE=3 SV=1,0.003,1.782,5,1,1,1,288,31.5,5.62,2.3,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,Q84QI5,GSP-1 Grain Softness Protein OS=Triticum aestivum OX=4565 GN=Gsp-1 PE=4 SV=1,0,2.372,7,1,1,1,164,18.2,7.99,2.31,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,Q5BHT9,GSP-1 Grain Softness Protein OS=Triticum aestivum OX=4565 GN=Gsp1A PE=4 SV=1,0,3.279,9,1,1,1,164,18.2,6.49,2.9,1,0,37.2,162.8,High,Peak Found,1,
FALSE,High,IsMasterProtein,Q944C6,GTP-binding nuclear protein OS=Triticum aestivum OX=4565 GN=Ran1-3 PE=2 SV=1,0,13.372,24,5,6,1,221,25.1,7.12,12.31,5,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6SNM6,GTP-binding nuclear protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,14.612,22,5,6,1,223,25.3,7.01,12.35,5,4,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B5YZE8,Guanosine nucleotide diphosphate dissociation inhibitor OS=Triticum aestivum OX=4565 PE=3 SV=1,0.009,1.321,2,1,1,1,446,49.7,6.15,0,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A1D5SSE7,Guanosine nucleotide diphosphate dissociation inhibitor OS=Triticum aestivum OX=4565 PE=3 SV=1,0,2.225,2,1,1,1,445,49.7,6.06,0,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6LNG5,HATPase_c domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,15.092,12,6,8,4,781,88.2,4.98,16.83,6,2,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6TYS2,HATPase_c domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,16.85,7,6,12,6,836,96,5.21,22.72,6,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6D834,HATPase_c domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,34.45,19,13,23,9,712,81.4,5.03,52.38,13,1,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6KEI5,HATPase_c domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,20.378,9,5,6,3,816,91.6,5.27,17.53,5,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6EJJ4,Hcy-binding domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,7.336,13,3,4,3,360,38.3,5.49,6.64,3,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,F4Y593,Heat shock protein 90 OS=Triticum aestivum OX=4565 GN=Hsp90.2-B1 PE=2 SV=1,0,47.932,22,13,22,2,700,80.4,5.06,56.26,13,4,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,F4Y594,Heat shock protein 90 OS=Triticum aestivum OX=4565 GN=Hsp90.2-D1 PE=2 SV=1,0,45.549,19,11,20,1,700,80.4,5.06,51.62,11,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,F4Y595,Heat shock protein 90 OS=Triticum aestivum OX=4565 GN=Hsp90.3-A1 PE=2 SV=1,0,70.954,29,19,32,1,700,80.4,5.03,85.33,19,21,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,Q0Q0I7,Heat shock protein 90 OS=Triticum aestivum OX=4565 GN=HSP90-2 PE=1 SV=1,0,74.546,29,19,34,1,700,80.4,5.03,90.74,19,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6DDL4,"Histidinol dehydrogenase, chloroplastic OS=Triticum aestivum OX=4565 PE=3 SV=1",0,2.713,3,1,1,1,470,50.6,5.95,2.14,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,W5E2R7,HIT domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,3.675,22,2,3,1,129,14.1,6.38,6.58,2,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6IRJ5,HIT domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0.009,1.337,10,1,1,1,166,19,6.3,0,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6JKD5,HIT domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,6.626,26,3,5,2,129,14.2,6.38,11.84,3,1,151.6,48.4,High,Peak Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A341Z185,HMA domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,2.922,18,1,1,1,77,8.2,6.6,2.86,1,0,200,,High,Not Found,1,
FALSE,Medium,IsMasterProtein,A0A3B6SQ51,HMA domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0.012,1.276,13,1,1,1,107,10.7,4.59,1.69,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6KMU1,HpcH_HpaI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,2.55,4,1,1,1,340,35.7,5.38,2.31,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,Q9SAU8,HSP70 OS=Triticum aestivum OX=4565 GN=TaHSP70d PE=2 SV=1,0,82.376,29,18,61,4,648,71,5.25,151.57,18,17,198.9,1.1,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6SK72,IGPS domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0.007,1.405,3,1,1,1,378,41.1,7.4,0,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6EKC2,Importin subunit alpha OS=Triticum aestivum OX=4565 PE=3 SV=1,0.002,1.876,3,1,1,1,524,56.3,5.81,1.64,1,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B5YZH8,Inhibitor I9 domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,3.24,8,1,2,1,143,15.3,6.4,4.72,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,I3RN54,Inorganic pyrophosphotase OS=Triticum aestivum OX=4565 GN=IPP1-1 PE=2 SV=1,0,2.533,7,1,1,1,214,24.3,5.66,2.53,1,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,Medium,IsMasterProtein,A0A3B6KR09,Inosine-5'-monophosphate dehydrogenase OS=Triticum aestivum OX=4565 PE=3 SV=1,0.011,1.319,2,1,1,1,495,51.8,6.06,1.68,1,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B5Z1W4,Inositol-tetrakisphosphate 1-kinase OS=Triticum aestivum OX=4565 PE=3 SV=1,0.006,1.426,5,1,1,1,337,35.8,5.21,2.53,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6LQC6,Ins134_P3_kin domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,3.358,3,1,2,1,503,55.5,5.39,4.85,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,W5CUG1,Iron-sulfur cluster assembly protein OS=Triticum aestivum OX=4565 GN=TRAES_3BF028000050CFD_c1 PE=3 SV=1,0.006,1.44,15,1,1,1,177,18.4,8.43,2.63,1,0,200,,High,Not Found,1,
FALSE,Medium,IsMasterProtein,A0A3B6B9T4,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Triticum aestivum OX=4565 PE=3 SV=1",0.012,1.286,5,1,1,1,362,39.4,7.87,0,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6GTN3,Isocitrate dehydrogenase [NADP] OS=Triticum aestivum OX=4565 PE=3 SV=1,0,5.117,5,2,3,2,451,50.5,7.99,6.8,2,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6IPJ1,Iwr1 domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,3.598,6,1,1,1,325,36.6,4.5,3.77,1,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6A2T6,Ketol-acid reductoisomerase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,15.766,10,4,6,4,592,64.2,6.89,15.27,4,0,200,,High,Not Found,1,
FALSE,Medium,IsMasterProtein,A0A3B6LGY1,Kinesin motor domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0.014,1.177,0,1,1,1,3010,341.1,5.1,2.13,1,0,,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6HR92,Lactamase_B domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,2.896,9,2,2,2,258,28.6,5.64,3.67,2,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6D5T4,Lactoylglutathione lyase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,8.859,12,3,5,3,238,26,8.88,11.55,3,0,37.5,162.5,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A024CKY0,LEA protein OS=Triticum aestivum OX=4565 GN=LEA5 PE=2 SV=1,0,47.936,55,9,23,3,163,16.9,7.24,69.77,9,6,69.1,130.9,High,Peak Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6I0G7,Leucine carboxyl methyltransferase 1 homolog OS=Triticum aestivum OX=4565 PE=3 SV=1,0,6.738,10,2,2,2,333,37.6,5.25,5.15,2,0,200,,High,Not Found,1,Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6MZF9,Leuk-A4-hydro_C domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,7.036,5,2,2,2,613,68.1,5.2,6.32,2,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6ING2,Lipoxygenase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,11.983,8,4,5,4,821,91.4,6.48,8.03,4,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6MY02,Lipoxygenase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,7.141,4,2,2,2,864,96.5,6.65,7.06,2,0,200,,High,Not Found,1,
FALSE,Medium,IsMasterProtein,A0A3B6JEF0,Lipoyl-binding domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0.014,1.186,3,1,1,1,438,47.8,8.54,1.9,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,M4VSR0,Low temperature-responsive RNA-binding protein OS=Triticum aestivum OX=4565 GN=LTR PE=2 SV=1,0,11.961,27,3,4,1,162,15.9,5.6,11.22,3,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6IJ92,LRRcap domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,6.754,12,2,2,2,279,29.5,4.08,4.67,2,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6I1L6,LRRcap domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,4.127,12,2,2,1,281,29.6,4.07,5.14,2,1,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6JDI6,LRRcap domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,2.699,12,2,2,1,279,29.5,4.07,4.28,2,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6AVW9,LRRNT_2 domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,6.676,16,4,5,4,335,36.4,7.25,5.64,4,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6MYA0,Lysine--tRNA ligase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,14.497,15,5,8,2,609,68.5,5.82,15.33,5,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6KRE7,Lysine--tRNA ligase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,17.891,14,5,14,2,638,72,5.95,24.42,5,3,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6LV87,Lysine--tRNA ligase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,15.63,16,5,10,2,601,67.4,5.91,20.38,5,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6NV44,M16C_associated domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,7.309,3,2,4,2,1086,121.1,5.52,8.55,2,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6QJV8,M20_dimer domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,4.506,7,2,3,1,446,48.7,5.44,7.72,2,0,158,42,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A3B6NT08,M20_dimer domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,4.241,7,2,2,1,446,48.8,5.38,4.94,2,1,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6ITC2,Macro domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,2.466,9,1,1,1,275,29.6,9.11,2.19,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A3KLL4,Malate dehydrogenase OS=Triticum aestivum OX=4565 PE=2 SV=1,0,28.779,33,7,11,7,333,35.5,6.09,29.97,7,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6A1V2,Malate dehydrogenase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,11.513,18,4,5,4,341,35.5,8.38,10.35,4,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6EGP6,Malate dehydrogenase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,2.801,5,1,1,1,246,25.8,5.49,2.1,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A9LIN4,Malic enzyme OS=Triticum aestivum OX=4565 PE=2 SV=1,0,5.888,7,3,3,1,570,63,5.82,6.7,3,0,200,,High,Not Found,1,
FALSE,Medium,IsMasterProtein,A0A3B6C4U9,Malic enzyme OS=Triticum aestivum OX=4565 PE=3 SV=1,0.014,1.214,3,1,1,1,623,69.2,6.23,2.28,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6GYC1,Malic enzyme OS=Triticum aestivum OX=4565 PE=3 SV=1,0,26.017,12,5,12,2,690,75.7,8.59,28.81,5,4,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6GVI8,Malic enzyme OS=Triticum aestivum OX=4565 PE=3 SV=1,0,12.763,10,4,8,1,545,60.5,6.99,16.12,4,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6KPK4,MBD domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,33.265,32,8,14,3,481,51.4,4.48,43.56,8,1,57.1,142.9,High,Peak Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6LSV9,MBD domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,18.275,15,4,6,1,442,47.2,4.51,18.58,4,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6LFQ3,MBD domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,9.751,14,4,5,1,446,46.3,4.49,11.51,4,3,49.1,150.9,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6MYP1,MBD domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,30.678,26,8,10,4,464,49.6,4.55,26.59,8,4,53.6,146.4,High,Peak Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,W5G255,MBD6-5DS OS=Triticum aestivum OX=4565 PE=2 SV=1,0,10.191,14,4,5,1,420,43.6,4.54,12.46,4,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6MP05,Metalloenzyme domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,2.487,2,1,1,1,494,52.8,5.88,1.95,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B5ZME1,Methionine S-methyltransferase OS=Triticum aestivum OX=4565 PE=4 SV=1,0,2.676,1,1,1,1,1088,119.8,5.69,3.1,1,0,,,High,Not Found,1,
FALSE,High,IsMasterProtein,W5FX66,Methylenetetrahydrofolate reductase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,2.83,3,1,1,1,594,66.3,5.64,1.87,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6HYJ8,Methylthioribose-1-phosphate isomerase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,3.234,3,1,1,1,401,42.2,6.19,2.76,1,0,200,,High,Not Found,1,Met-loss [N-Term]
FALSE,High,IsMasterProtein,A0A3B6JFM6,Methylthioribose-1-phosphate isomerase OS=Triticum aestivum OX=4565 PE=3 SV=1,0.003,1.614,3,1,1,1,367,38.6,6.05,0,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B5Y5A8,Methyltransf_11 domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,4.193,3,1,2,1,501,56.4,5.31,5.86,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6LT63,ML domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0.006,1.519,7,1,1,1,154,16.8,6.16,1.9,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6C5E1,ML domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,3.367,9,1,2,1,152,16.4,5.03,6.3,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6KQW4,ML domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,2.994,8,1,1,1,154,16.7,5.86,2.81,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,X2KYP9,Monomeric alpha-amylase inhibitor OS=Triticum aestivum OX=4565 PE=4 SV=1,0,13.809,32,4,5,4,151,16.6,7.46,10.35,4,0,74.3,125.7,High,Peak Found,1,
FALSE,High,IsMasterProtein,C1K737,Multiprotein bridging factor 1 OS=Triticum aestivum OX=4565 GN=MBF1 PE=2 SV=1,0,3.106,21,2,2,2,142,15.7,9.88,5.36,2,0,167.9,32.1,High,Peak Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B5ZWX4,NAC-A/B domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,18.431,29,4,6,4,205,22.2,4.44,18.24,4,0,192.1,7.9,High,Peak Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,W5DZS4,NAD(P)-bd_dom domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,3.247,7,2,2,2,348,38.9,7.56,1.94,2,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6KSP7,NAD(P)-bd_dom domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,9.315,20,3,6,3,254,27.5,7.49,13.66,3,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6PL53,NAD(P)H-hydrate epimerase OS=Triticum aestivum OX=4565 PE=3 SV=1,0.009,1.381,3,1,1,1,548,60.2,7.84,2.66,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6HYW3,Nascent polypeptide-associated complex subunit beta OS=Triticum aestivum OX=4565 PE=3 SV=1,0,3.473,19,2,2,2,157,17.3,8.85,4.41,2,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B5XZC6,Nascent polypeptide-associated complex subunit beta OS=Triticum aestivum OX=4565 PE=3 SV=1,0.003,1.728,11,1,1,1,169,18.2,7.25,2.27,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6MZJ2,NEDD8-activating enzyme E1 regulatory subunit OS=Triticum aestivum OX=4565 PE=3 SV=1,0,2.529,3,1,1,1,536,59,5.4,2.21,1,0,,,High,Not Found,1,
FALSE,High,IsMasterProtein,P24296,Non-specific lipid-transfer protein (Fragment) OS=Triticum aestivum OX=4565 PE=1 SV=2,0,2.15,10,1,1,1,113,11.9,8.13,2.19,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,P82900,Non-specific lipid-transfer protein 2G OS=Triticum aestivum OX=4565 PE=1 SV=2,0,10.819,34,4,7,2,96,9.8,8.51,12.18,4,2,129.7,70.3,High,Peak Found,1,
FALSE,High,IsMasterProtein,P82901,Non-specific lipid-transfer protein 2P OS=Triticum aestivum OX=4565 PE=1 SV=1,0,16.991,93,4,8,3,67,7,7.9,16.45,4,0,143.4,56.6,High,Peak Found,1,
FALSE,High,IsMasterProtein,Q2PCB7,Non-specific lipid-transfer protein OS=Triticum aestivum OX=4565 GN=ltp9.7d PE=2 SV=1,0,10.366,38,3,13,3,120,12.3,8.51,36.52,3,0,148,52,High,Peak Found,1,
FALSE,High,IsMasterProtein,Q1KMV0,Non-specific lipid-transfer protein OS=Triticum aestivum OX=4565 GN=TRAES_3BF088400030CFD_c1 PE=2 SV=1,0,5.114,28,2,3,2,115,11.1,8.87,4.95,2,0,137.6,62.4,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A3B6JF64,Non-specific lipid-transfer protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,24.163,52,5,19,1,122,11.8,8.87,45.28,5,1,172.3,27.7,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A3B6TZU9,Non-specific lipid-transfer protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,7.177,28,2,4,2,115,11.1,9.06,10.05,2,0,158.6,41.4,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A3B6IRG5,Non-specific lipid-transfer protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,17.408,48,5,12,2,122,12,8.87,34.13,5,3,153.6,46.4,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A3B6B6T8,Non-specific lipid-transfer protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,8.597,22,3,5,3,202,20.7,9.95,9.13,3,0,181.7,18.3,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A3B6HVU8,Non-specific lipid-transfer protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,22.476,52,5,15,1,122,11.9,8.87,42.69,5,1,53.3,146.7,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A3B5Y316,Non-specific lipid-transfer protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,4.015,11,1,3,1,127,12.5,9.57,8.58,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6MPE5,Non-specific lipid-transfer protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,8.434,21,2,5,1,118,12,9.2,10.04,2,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6A0B1,Nop domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,3.377,2,1,1,1,548,61.1,8.72,3.1,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B5YXK3,Nucleoside diphosphate kinase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,16.619,22,3,13,1,150,16.6,6.8,32.66,3,2,154,46,High,Peak Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B5ZWB5,Nucleoside diphosphate kinase OS=Triticum aestivum OX=4565 PE=3 SV=1,0,17.451,23,3,8,1,151,16.7,6.8,22.72,3,0,154.1,45.9,High,Peak Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6DNB2,Nudix hydrolase domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,3.33,7,1,1,1,214,23.7,7.11,2.31,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6CGX2,Nudix hydrolase domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,2.544,6,1,1,1,217,24,5.48,2.76,1,0,200,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6PS82,Nudix hydrolase domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,5.006,7,3,3,3,776,86.9,5.16,4.81,3,0,200,,High,Not Found,1,Met-loss+Acetyl [N-Term]
