"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundances Scaled F3 Sample"	"Abundances Scaled F4 Sample"	"Found in Sample in S3 F3 Sample"	"Found in Sample in S4 F4 Sample"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"ENOG503GG7A"	"ENOG503GG7A"	"0.000"	"17.709"	"18"	"6"	"10"	"6"	"1076"	"117.6"	"6.33"	"22.04"	"6"	"0"	"186.8"	"13.2"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GD55"	"ENOG503GD55"	"0.000"	"17.669"	"2"	"4"	"6"	"4"	"9122"	"1018.4"	"7.17"	"16.90"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G849"	"ENOG503G849"	"0.000"	"17.636"	"9"	"7"	"8"	"7"	"2713"	"287.5"	"8.51"	"19.56"	"7"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GJ8J"	"ENOG503GJ8J"	"0.000"	"17.604"	"15"	"3"	"7"	"3"	"763"	"79.5"	"6.57"	"20.78"	"3"	"0"	"42.2"	"157.8"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GCNW"	"ENOG503GCNW"	"0.000"	"17.497"	"9"	"5"	"6"	"5"	"4029"	"460.0"	"6.48"	"15.74"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GBY3"	"ENOG503GBY3"	"0.000"	"17.087"	"3"	"5"	"9"	"5"	"7128"	"792.0"	"6.23"	"16.35"	"5"	"0"	"179.9"	"20.1"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GD9K"	"ENOG503GD9K"	"0.000"	"17.001"	"7"	"7"	"8"	"7"	"4163"	"463.3"	"7.28"	"18.08"	"7"	"0"	"186.3"	"13.7"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G7X8"	"ENOG503G7X8"	"0.000"	"16.683"	"7"	"6"	"6"	"6"	"3422"	"357.6"	"7.17"	"13.18"	"6"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G7BX"	"ENOG503G7BX"	"0.000"	"16.652"	"8"	"5"	"8"	"5"	"4137"	"441.7"	"5.25"	"21.67"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GFE6"	"ENOG503GFE6"	"0.000"	"16.595"	"14"	"4"	"6"	"4"	"422"	"45.2"	"6.92"	"15.30"	"4"	"0"	"173.1"	"26.9"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G7MQ"	"ENOG503G7MQ"	"0.000"	"16.550"	"3"	"5"	"9"	"5"	"3519"	"384.7"	"8.24"	"21.35"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G7D4"	"ENOG503G7D4"	"0.000"	"16.513"	"16"	"6"	"9"	"6"	"1123"	"121.4"	"6.37"	"18.62"	"6"	"0"	"200.0"	""	"High"	"Not Found"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503G9CH"	"ENOG503G9CH"	"0.000"	"16.510"	"6"	"6"	"9"	"6"	"4214"	"456.2"	"6.42"	"12.79"	"6"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GB98"	"ENOG503GB98"	"0.000"	"16.466"	"6"	"5"	"8"	"5"	"2751"	"290.6"	"7.06"	"15.12"	"5"	"0"	"186.4"	"13.6"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G9NC"	"ENOG503G9NC"	"0.000"	"16.435"	"2"	"6"	"8"	"6"	"12210"	"1293.8"	"8.43"	"18.73"	"6"	"0"	"97.1"	"102.9"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GDZ2"	"ENOG503GDZ2"	"0.000"	"16.328"	"22"	"4"	"9"	"4"	"735"	"80.6"	"7.42"	"24.32"	"4"	"0"	"74.3"	"125.7"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G8J6"	"ENOG503G8J6"	"0.000"	"16.173"	"10"	"6"	"7"	"6"	"1751"	"188.9"	"5.76"	"13.91"	"6"	"0"	"183.5"	"16.5"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G790"	"ENOG503G790"	"0.000"	"16.161"	"11"	"5"	"8"	"1"	"3312"	"366.7"	"6.07"	"12.17"	"5"	"2"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GD0W"	"ENOG503GD0W"	"0.000"	"16.038"	"6"	"3"	"4"	"3"	"3139"	"353.3"	"5.50"	"13.30"	"3"	"0"	"170.2"	"29.8"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GVF7"	"ENOG503GVF7"	"0.000"	"16.026"	"21"	"6"	"9"	"4"	"376"	"41.5"	"5.48"	"13.94"	"6"	"3"	"135.7"	"64.3"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GB05"	"ENOG503GB05"	"0.000"	"15.800"	"5"	"5"	"11"	"5"	"2454"	"281.6"	"5.07"	"20.59"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G7KJ"	"ENOG503G7KJ"	"0.000"	"15.798"	"7"	"5"	"6"	"5"	"1596"	"172.4"	"8.13"	"15.33"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GBR5"	"ENOG503GBR5"	"0.000"	"15.768"	"6"	"4"	"7"	"4"	"2555"	"278.6"	"8.18"	"18.36"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GDCE"	"ENOG503GDCE"	"0.000"	"15.752"	"14"	"5"	"9"	"5"	"2265"	"236.6"	"9.14"	"14.68"	"5"	"0"	"191.1"	"8.9"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GJ3G"	"ENOG503GJ3G"	"0.000"	"15.712"	"10"	"4"	"7"	"4"	"1466"	"161.3"	"8.43"	"17.29"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GKXX"	"ENOG503GKXX"	"0.000"	"15.516"	"45"	"4"	"8"	"4"	"271"	"27.6"	"5.76"	"15.02"	"4"	"0"	"8.7"	"191.3"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GMX7"	"ENOG503GMX7"	"0.000"	"15.503"	"19"	"5"	"7"	"2"	"787"	"87.1"	"5.81"	"11.47"	"5"	"0"	"130.8"	"69.2"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GC3S"	"ENOG503GC3S"	"0.000"	"15.501"	"11"	"4"	"6"	"4"	"2036"	"220.9"	"7.24"	"13.02"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G9A0"	"ENOG503G9A0"	"0.000"	"15.467"	"12"	"5"	"7"	"5"	"1599"	"169.8"	"8.21"	"15.84"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GCAH"	"ENOG503GCAH"	"0.000"	"15.390"	"23"	"3"	"5"	"3"	"362"	"38.0"	"8.40"	"13.54"	"3"	"0"	"166.5"	"33.5"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GEYV"	"ENOG503GEYV"	"0.000"	"15.353"	"10"	"4"	"6"	"4"	"1809"	"195.2"	"6.92"	"15.27"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GEI8"	"ENOG503GEI8"	"0.000"	"15.331"	"12"	"5"	"7"	"5"	"2247"	"240.8"	"5.81"	"12.55"	"5"	"0"	"149.1"	"50.9"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GBUW"	"ENOG503GBUW"	"0.000"	"15.327"	"9"	"5"	"7"	"5"	"2396"	"252.3"	"5.62"	"19.17"	"5"	"0"	"60.9"	"139.1"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GVP5"	"ENOG503GVP5"	"0.000"	"15.293"	"1"	"4"	"8"	"4"	"5203"	"594.2"	"8.27"	"15.59"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GX7U"	"ENOG503GX7U"	"0.000"	"15.220"	"15"	"3"	"5"	"2"	"787"	"87.0"	"4.98"	"8.42"	"3"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GBV3"	"ENOG503GBV3"	"0.000"	"15.205"	"4"	"5"	"8"	"3"	"3238"	"358.4"	"8.90"	"20.98"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GE8W"	"ENOG503GE8W"	"0.000"	"15.066"	"3"	"4"	"6"	"4"	"5155"	"562.8"	"8.07"	"14.04"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G7F4"	"ENOG503G7F4"	"0.000"	"14.899"	"4"	"5"	"6"	"5"	"4599"	"487.7"	"7.43"	"12.14"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GB7M"	"ENOG503GB7M"	"0.000"	"14.686"	"8"	"6"	"6"	"6"	"2988"	"324.6"	"4.79"	"14.33"	"6"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G80R"	"ENOG503G80R"	"0.000"	"14.591"	"4"	"3"	"4"	"3"	"3954"	"433.0"	"4.63"	"14.93"	"3"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G93G"	"ENOG503G93G"	"0.000"	"14.536"	"10"	"5"	"5"	"5"	"2058"	"214.6"	"8.92"	"12.45"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G942"	"ENOG503G942"	"0.000"	"14.461"	"10"	"6"	"8"	"4"	"2602"	"293.3"	"5.11"	"16.83"	"6"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GCZJ"	"ENOG503GCZJ"	"0.000"	"14.452"	"10"	"5"	"9"	"5"	"2158"	"233.6"	"6.93"	"19.65"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G89Y"	"ENOG503G89Y"	"0.000"	"14.440"	"1"	"5"	"5"	"5"	"19213"	"2033.7"	"8.38"	"10.20"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G9DY"	"ENOG503G9DY"	"0.000"	"14.429"	"5"	"5"	"5"	"5"	"6300"	"690.3"	"6.70"	"11.71"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GF9G"	"ENOG503GF9G"	"0.000"	"14.369"	"2"	"8"	"11"	"8"	"13700"	"1531.1"	"6.76"	"16.07"	"8"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GEG0"	"ENOG503GEG0"	"0.000"	"14.177"	"10"	"6"	"7"	"6"	"1537"	"167.6"	"6.84"	"13.03"	"6"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G9N7"	"ENOG503G9N7"	"0.000"	"13.961"	"7"	"5"	"7"	"5"	"3639"	"397.1"	"6.64"	"15.56"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GJ2N"	"ENOG503GJ2N"	"0.000"	"13.915"	"1"	"3"	"12"	"3"	"3333"	"354.2"	"7.81"	"30.52"	"3"	"0"	"155.6"	"44.4"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GCED"	"ENOG503GCED"	"0.000"	"13.825"	"5"	"4"	"6"	"4"	"3332"	"341.9"	"5.01"	"16.02"	"4"	"0"	"96.1"	"103.9"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G7P9"	"ENOG503G7P9"	"0.000"	"13.628"	"9"	"5"	"6"	"5"	"820"	"89.4"	"6.30"	"13.83"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GC7J"	"ENOG503GC7J"	"0.000"	"13.574"	"6"	"5"	"5"	"5"	"3476"	"366.9"	"5.35"	"12.28"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G82H"	"ENOG503G82H"	"0.000"	"13.433"	"25"	"5"	"6"	"5"	"871"	"94.4"	"5.57"	"14.29"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GBEC"	"ENOG503GBEC"	"0.000"	"13.422"	"5"	"4"	"7"	"4"	"3066"	"332.7"	"8.18"	"16.71"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GFV1"	"ENOG503GFV1"	"0.000"	"13.367"	"1"	"4"	"4"	"4"	"34185"	"3668.4"	"6.52"	"10.15"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GGAQ"	"ENOG503GGAQ"	"0.000"	"13.264"	"9"	"4"	"6"	"4"	"1839"	"196.9"	"6.42"	"15.77"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GC9V"	"ENOG503GC9V"	"0.000"	"13.147"	"3"	"5"	"6"	"5"	"16445"	"1825.6"	"5.55"	"12.55"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G7GA"	"ENOG503G7GA"	"0.000"	"13.093"	"6"	"3"	"5"	"3"	"1656"	"176.1"	"7.55"	"11.70"	"3"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GB0Z"	"ENOG503GB0Z"	"0.000"	"13.076"	"19"	"5"	"7"	"5"	"1382"	"142.4"	"9.35"	"13.47"	"5"	"0"	"188.7"	"11.3"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GBRJ"	"ENOG503GBRJ"	"0.000"	"12.877"	"16"	"5"	"6"	"5"	"872"	"98.3"	"8.65"	"12.35"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GGRU"	"ENOG503GGRU"	"0.000"	"12.544"	"15"	"5"	"5"	"5"	"803"	"88.1"	"5.25"	"11.84"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GSJ3"	"ENOG503GSJ3"	"0.000"	"12.543"	"4"	"3"	"4"	"3"	"1841"	"197.2"	"7.08"	"4.61"	"3"	"0"	"35.0"	"165.0"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G7K0"	"ENOG503G7K0"	"0.000"	"12.529"	"16"	"3"	"5"	"3"	"1088"	"111.7"	"5.07"	"12.74"	"3"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GB8N"	"ENOG503GB8N"	"0.000"	"12.474"	"8"	"4"	"5"	"4"	"1607"	"172.0"	"6.65"	"11.19"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GC5B"	"ENOG503GC5B"	"0.000"	"12.453"	"3"	"4"	"5"	"4"	"4186"	"464.7"	"6.62"	"13.46"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GE94"	"ENOG503GE94"	"0.000"	"12.318"	"10"	"5"	"5"	"5"	"1409"	"153.2"	"6.34"	"12.39"	"5"	"0"	"169.4"	"30.6"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GIQ7"	"ENOG503GIQ7"	"0.000"	"12.103"	"6"	"3"	"3"	"3"	"1360"	"147.2"	"5.07"	"10.33"	"3"	"0"	"161.3"	"38.7"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GAMR"	"ENOG503GAMR"	"0.000"	"12.094"	"7"	"5"	"5"	"5"	"2480"	"278.1"	"5.85"	"10.75"	"5"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GCBQ"	"ENOG503GCBQ"	"0.000"	"11.904"	"16"	"3"	"6"	"3"	"909"	"99.2"	"5.58"	"13.00"	"3"	"0"	"166.6"	"33.4"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GI46"	"ENOG503GI46"	"0.000"	"11.893"	"22"	"4"	"6"	"4"	"312"	"31.1"	"6.47"	"16.59"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	"Met-loss [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GJFA"	"ENOG503GJFA"	"0.000"	"11.746"	"26"	"5"	"6"	"5"	"530"	"52.0"	"9.10"	"11.24"	"5"	"0"	"176.2"	"23.8"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GB8R"	"ENOG503GB8R"	"0.000"	"11.736"	"10"	"3"	"5"	"3"	"928"	"96.7"	"8.40"	"10.85"	"3"	"0"	"27.4"	"172.6"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GAWH"	"ENOG503GAWH"	"0.000"	"11.720"	"3"	"4"	"6"	"4"	"3288"	"358.8"	"6.52"	"12.76"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GBR4"	"ENOG503GBR4"	"0.000"	"11.713"	"15"	"3"	"5"	"3"	"1295"	"144.5"	"8.68"	"15.91"	"3"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GADC"	"ENOG503GADC"	"0.000"	"11.587"	"1"	"4"	"4"	"4"	"10807"	"1173.8"	"6.27"	"9.43"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G7QA"	"ENOG503G7QA"	"0.000"	"11.564"	"3"	"4"	"4"	"4"	"27623"	"3058.7"	"5.54"	"9.55"	"4"	"0"	"178.0"	"22.0"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G748"	"ENOG503G748"	"0.000"	"11.555"	"6"	"4"	"4"	"4"	"2974"	"331.1"	"8.31"	"7.08"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GIX5"	"ENOG503GIX5"	"0.000"	"11.523"	"18"	"4"	"6"	"4"	"716"	"77.8"	"8.81"	"11.46"	"4"	"0"	"153.6"	"46.4"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GF4T"	"ENOG503GF4T"	"0.000"	"11.487"	"6"	"3"	"6"	"3"	"1449"	"161.2"	"7.83"	"12.51"	"3"	"0"	"128.7"	"71.3"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GHRY"	"ENOG503GHRY"	"0.000"	"11.434"	"2"	"4"	"5"	"4"	"2782"	"305.7"	"7.84"	"9.01"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GESU"	"ENOG503GESU"	"0.000"	"11.420"	"18"	"4"	"4"	"4"	"905"	"97.0"	"8.03"	"9.06"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GDH8"	"ENOG503GDH8"	"0.000"	"11.413"	"1"	"2"	"6"	"2"	"15800"	"1776.0"	"6.73"	"11.42"	"2"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GDA2"	"ENOG503GDA2"	"0.000"	"11.351"	"5"	"2"	"6"	"2"	"1073"	"118.3"	"6.77"	"15.14"	"2"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GBTX"	"ENOG503GBTX"	"0.000"	"11.324"	"14"	"5"	"5"	"3"	"2267"	"250.1"	"5.10"	"11.17"	"5"	"2"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G892"	"ENOG503G892"	"0.000"	"11.311"	"11"	"4"	"4"	"4"	"1500"	"161.2"	"7.81"	"7.76"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GEXX"	"ENOG503GEXX"	"0.000"	"11.170"	"5"	"4"	"4"	"4"	"2527"	"265.2"	"8.16"	"10.63"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G9G2"	"ENOG503G9G2"	"0.000"	"11.114"	"9"	"4"	"5"	"4"	"2576"	"285.8"	"7.36"	"9.98"	"4"	"0"	"186.7"	"13.3"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GTER"	"ENOG503GTER"	"0.000"	"10.990"	"12"	"2"	"3"	"2"	"952"	"103.7"	"8.79"	"7.85"	"2"	"0"	"77.7"	"122.3"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GX4R"	"ENOG503GX4R"	"0.000"	"10.975"	"1"	"4"	"4"	"4"	"9677"	"1032.6"	"8.02"	"9.45"	"4"	"0"	"173.3"	"26.7"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"tr"	"A0A3B6KEC9 A0A3B6KEC9_WHEAT"	"0.000"	"10.918"	"29"	"4"	"6"	"2"	"85"	"9.0"	"5.85"	"14.32"	"4"	"2"	"110.7"	"89.3"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GSFG"	"ENOG503GSFG"	"0.000"	"10.860"	"3"	"4"	"7"	"4"	"3422"	"376.4"	"8.48"	"12.94"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G9WM"	"ENOG503G9WM"	"0.000"	"10.857"	"3"	"4"	"4"	"4"	"6894"	"770.6"	"8.41"	"7.36"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GASE"	"ENOG503GASE"	"0.000"	"10.827"	"7"	"3"	"4"	"3"	"1836"	"198.7"	"6.77"	"10.27"	"3"	"0"	"200.0"	""	"High"	"Not Found"	"1"	"Met-loss+Acetyl [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503G8GD"	"ENOG503G8GD"	"0.000"	"10.653"	"10"	"4"	"4"	"4"	"1320"	"140.6"	"5.54"	"10.86"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GE0Z"	"ENOG503GE0Z"	"0.000"	"10.611"	"8"	"3"	"3"	"3"	"1296"	"139.5"	"6.96"	"10.49"	"3"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GA1E"	"ENOG503GA1E"	"0.000"	"10.379"	"6"	"3"	"4"	"3"	"1450"	"162.5"	"5.96"	"9.79"	"3"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GTU3"	"ENOG503GTU3"	"0.000"	"10.315"	"34"	"3"	"6"	"2"	"295"	"33.7"	"7.85"	"9.74"	"3"	"2"	"156.9"	"43.1"	"High"	"Not Found"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503G96V"	"ENOG503G96V"	"0.000"	"10.086"	"4"	"4"	"4"	"4"	"3248"	"349.7"	"8.35"	"10.50"	"4"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"tr"	"A0A3B6MP20 A0A3B6MP20_WHEAT"	"0.000"	"10.081"	"33"	"4"	"4"	"2"	"84"	"9.0"	"5.95"	"8.23"	"4"	"0"	"86.3"	"113.7"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GDCT"	"ENOG503GDCT"	"0.000"	"10.063"	"6"	"3"	"5"	"3"	"1488"	"163.0"	"6.02"	"9.86"	"3"	"0"	"200.0"	""	"High"	"Not Found"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503G8ZT"	"ENOG503G8ZT"	"0.000"	"9.984"	"8"	"4"	"5"	"4"	"2165"	"232.9"	"6.42"	"11.81"	"4"	"0"	"46.7"	"153.3"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GG0R"	"ENOG503GG0R"	"0.000"	"9.972"	"3"	"3"	"4"	"3"	"6605"	"752.6"	"6.58"	"9.03"	"3"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GITZ"	"ENOG503GITZ"	"0.000"	"9.943"	"9"	"3"	"6"	"3"	"977"	"106.2"	"6.13"	"15.01"	"3"	"0"	"200.0"	""	"High"	"Not Found"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GD20"	"ENOG503GD20"	"0.000"	"9.898"	"2"	"3"	"6"	"3"	"3463"	"384.4"	"6.39"	"10.86"	"3"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
